,id,createdTime,lastRefresh,price,location,price_per_m,floor_select,furniture,market,builttype,m,rooms
159,762199848,2022-06-12T18:48:49+02:00,2022-07-20T14:16:21+02:00,659000.0,Lublin,9550.72,floor_3,yes,secondary,blok,69,three
160,767030311,2022-07-06T10:38:46+02:00,2022-07-20T13:51:14+02:00,352000.0,Lublin,7242.8,floor_4,yes,secondary,blok,48.6,two
161,744501317,2022-03-19T16:22:12+01:00,2022-07-23T14:44:32+02:00,339000.0,Lublin,8692.31,floor_7,no,secondary,blok,39,two
162,770729962,2022-07-24T08:51:14+02:00,2022-07-24T08:53:20+02:00,599999.0,Lublin,11439.45,floor_5,yes,secondary,blok,52.45,two
163,766927595,2022-07-05T18:46:22+02:00,2022-07-20T13:34:46+02:00,349000.0,Lublin,9432.43,floor_0,yes,secondary,blok,37,two
164,770076361,2022-07-20T12:49:10+02:00,2022-07-20T12:51:15+02:00,360000.0,Lublin,9409.3,floor_10,yes,secondary,blok,38.26,two
165,766947452,2022-07-05T20:04:47+02:00,2022-07-20T12:36:05+02:00,430000.0,Lublin,8620.69,floor_2,no,secondary,blok,49.88,three
166,742022990,2022-03-08T11:28:33+01:00,2022-07-20T11:24:29+02:00,373000.0,Lublin,9815.79,floor_3,yes,secondary,blok,38,two
167,746524410,2022-03-28T13:22:02+02:00,2022-07-14T12:26:09+02:00,369000.0,Lublin,8581.4,floor_3,no,secondary,blok,43,two
168,764544292,2022-06-25T10:12:05+02:00,2022-07-22T12:16:13+02:00,524000.0,Lublin,10480,floor_4,yes,secondary,blok,50,three
169,753507796,2022-04-30T14:58:53+02:00,2022-07-20T10:49:10+02:00,369000.0,Lublin,10250,floor_2,yes,secondary,blok,36,one
170,770043036,2022-07-20T10:20:43+02:00,2022-07-20T10:22:55+02:00,449850.0,Lublin,9332.99,floor_4,no,secondary,blok,48.2,three
171,767728613,2022-07-09T11:39:37+02:00,2022-07-24T13:52:20+02:00,1800000.0,Lublin,12000,floor_3,yes,secondary,blok,150,four
172,766454304,2022-07-03T13:17:42+02:00,2022-07-17T13:32:26+02:00,415000.0,Lublin,7745.43,floor_1,no,primary,blok,53.58,three
173,768069694,2022-07-10T21:33:12+02:00,2022-07-23T12:07:43+02:00,640000.0,Lublin,8938.55,floor_1,yes,secondary,blok,71.6,three
174,751409322,2022-04-20T11:33:44+02:00,2022-07-16T04:34:09+02:00,365000.0,Lublin,8004.39,floor_3,no,secondary,blok,45.6,three
175,764046725,2022-06-22T14:27:54+02:00,2022-07-22T21:56:22+02:00,525000.0,Lublin,10294.12,floor_1,yes,secondary,blok,51,three
176,756225010,2022-05-13T15:20:01+02:00,2022-07-18T08:49:27+02:00,289000.0,Lublin,7605.26,floor_1,yes,secondary,kamienica,38,two
177,759250710,2022-05-28T13:08:00+02:00,2022-07-22T15:20:37+02:00,330000.0,Lublin,7249.56,floor_0,no,secondary,blok,45.52,three
178,770576657,2022-07-23T07:24:13+02:00,2022-07-23T07:31:30+02:00,450000.0,Lublin,7537.69,floor_1,yes,secondary,blok,59.7,four
179,767425533,2022-07-07T21:32:39+02:00,2022-07-19T23:44:41+02:00,390000.0,Lublin,8586.53,floor_2,no,secondary,blok,45.42,two
180,765618520,2022-06-28T21:17:34+02:00,2022-07-19T23:28:17+02:00,450000.0,Lublin,9375,floor_2,yes,secondary,blok,48,two
181,770004971,2022-07-19T23:10:31+02:00,2022-07-19T23:12:35+02:00,440000.0,Lublin,7213.11,floor_4,yes,secondary,blok,61,three
182,762335260,2022-06-13T14:13:26+02:00,2022-07-19T23:06:12+02:00,310000.0,Lublin,8606.33,floor_5,yes,secondary,blok,36.02,two
183,766941079,2022-07-05T19:39:11+02:00,2022-07-19T22:00:17+02:00,465000.0,Lublin,9198.81,floor_7,no,primary,apartamentowiec,50.55,three
